"Row.names","logFC","logCPM","LR","PValue","FDR","A","A-tissue","B","B-tissue"
"TBC1D9B",-14.123622793334,6.99504785269177,12.889786659636,0.000330380088952298,0.0745098872834362,606.092045841359,17123.6822798872,0,4263.35510299642
"SCIN",6.5336799214883,11.170740295121,12.7644073683287,0.000353277504107464,0.0775205420499594,42.2769305918321,14337.2518833199,339.954585712467,3089.93009345697
"TTI2",15.0533740515667,7.44692966107948,12.6438280832314,0.00037680760299687,0.080507919177147,0,925.160583536104,24.8520627331236,171.068794101424
"MOB4",8.48831018820551,10.724434912567,12.5815200390989,0.000389579749868422,0.081102512543121,1.84145674042928,3656.84775030839,241.789195717892,804.557922258259
"C9orf64",9.92695857123259,7.30774676079289,12.4943499795474,0.00040818463191526,0.0828512756629998,0.653032022720904,2014.55085645731,26.5696945097822,323.426938848004
"PCDH1",7.20032244002187,9.20180468437317,12.3996413602998,0.000429416314698658,0.0850349038789855,19.29055425572,18645.5440681892,98.9692121127057,6000.77254308901
"NNT",14.3447154569694,7.09503224672409,12.3027323980422,0.000452295666100364,0.0868192067099563,0,17205.7971245797,15.3230535954728,2956.28259806523
"PIGC",-14.1810619065295,6.65136933374358,12.2719663791854,0.00045981351010323,0.0868192067099563,635.452377278346,3153.21003619406,0,558.646530737462
"GMDS-AS1",-13.9774981068255,6.38724138505712,11.9951145960151,0.000533401962869865,0.0984247849213735,542.447533211524,574.803912847875,0,173.741744009259
"TANC2",-14.6007689322665,7.01808480893282,11.8852523924674,0.000565801578944367,0.102083178209985,861.675753980232,1352.15777593738,0,339.464638295013
"DHX9",12.8795127029054,6.31866704425374,11.5028906639769,0.000694880404585798,0.108713397223624,0,24804.1574201307,11.0286707854731,3493.54552954001
"ERCC6L2",14.2472044880163,6.69325062840625,11.6436343889341,0.00064422610907341,0.108713397223624,0,2425.12507992008,14.3289710861479,494.495732949428
"FAM198B",-9.3998449681697,6.8843544129393,11.5379622962818,0.000681893381926609,0.108713397223624,688.034363706912,3815.60311671399,0.127792381505801,903.457068848144
"FCHSD2",14.2851630581824,6.7186613743514,11.6860081705932,0.000629718555494677,0.108713397223624,0,1992.6535645393,14.7076691849383,416.980185622221
"IL6R",7.5041546589861,8.77382474839414,11.5632816432339,0.000672670266240215,0.108713397223624,7.56208743219715,8452.35468035351,64.8795768871477,2758.48430488546
"PRKG2",-13.8437617166326,6.39707522238843,11.5506849212516,0.000677243034496921,0.108713397223624,500.92778059784,3268.17081876363,0,1317.76430456253
"RCAN3",-13.6849503197788,6.18258720720292,11.4991508491766,0.000696279918170765,0.108713397223624,439.594989632982,2288.26700543249,0,676.256326682191
"C5orf15",-8.17005371241472,8.17428707033425,11.2856544605632,0.000781082929703756,0.11743726493083,1839.82619427387,7313.69550061677,0.894546670540608,1208.17335834131
"DCAF5",9.33759527523187,8.17462211001221,11.3140277147686,0.000769237301330573,0.11743726493083,0.35262559681383,6273.57413451109,39.9762269193875,1724.05269055341
